-9.813964986104201094e-01,4.480359362362406617e-01,-1.357570488855154744e+00,4.875271261567125647e-01,-1.357570488855154300e+00,4.875271261567125647e-01,-1.357570488855154522e+00,4.875271261567126757e-01,-1.357570488855154744e+00,4.875271261567126757e-01
-9.823004149248895089e-01,4.431047824985911987e-01,-1.360337392112578314e+00,4.855097123011227200e-01,-1.360337392112577870e+00,4.855097123011227200e-01,-1.360337392112578092e+00,4.855097123011228311e-01,-1.360337392112578314e+00,4.855097123011228311e-01
-9.640079832756617284e-01,4.381495816794491183e-01,-1.363151418206206777e+00,4.835290820283501545e-01,-1.363151418206206333e+00,4.835290820283501545e-01,-1.363151418206206555e+00,4.835290820283502655e-01,-1.363151418206206777e+00,4.835290820283502655e-01
-9.279454039103171015e-01,4.329536613016757296e-01,-1.365918574712816413e+00,4.815846947711405757e-01,-1.365918574712815969e+00,4.815846947711405757e-01,-1.365918574712816191e+00,4.815846947711406867e-01,-1.365918574712816413e+00,4.815846947711406867e-01
-8.762571794198127373e-01,4.273048912389629805e-01,-1.368553546981600810e+00,4.796754354253022212e-01,-1.368553546981600366e+00,4.796754354253022212e-01,-1.368553546981600588e+00,4.796754354253023322e-01,-1.368553546981600810e+00,4.796754354253023322e-01
-8.117241377141279912e-01,4.209920123810456105e-01,-1.370983136868138441e+00,4.777997038536972441e-01,-1.370983136868137997e+00,4.777997038536972441e-01,-1.370983136868138219e+00,4.777997038536973551e-01,-1.370983136868138441e+00,4.777997038536973551e-01
-7.376538006331089248e-01,4.138077148452357079e-01,-1.373149232850897405e+00,4.759555200113079754e-01,-1.373149232850896961e+00,4.759555200113079754e-01,-1.373149232850897183e+00,4.759555200113080864e-01,-1.373149232850897405e+00,4.759555200113080864e-01
-6.577473969840764711e-01,4.055602490452386300e-01,-1.375011180407211153e+00,4.741406402728139957e-01,-1.375011180407210931e+00,4.741406402728139957e-01,-1.375011180407210931e+00,4.741406402728141067e-01,-1.375011180407211153e+00,4.741406402728141067e-01
-5.759490675275181770e-01,3.960946826864643056e-01,-1.376547447665007029e+00,4.723526805276866414e-01,-1.376547447665006807e+00,4.723526805276866414e-01,-1.376547447665006807e+00,4.723526805276867524e-01,-1.376547447665007029e+00,4.723526805276867524e-01
-4.962837695838877017e-01,3.853226980853415307e-01,-1.377756510083840258e+00,4.705892416481698426e-01,-1.377756510083840036e+00,4.705892416481698426e-01,-1.377756510083840036e+00,4.705892416481699536e-01,-1.377756510083840258e+00,4.705892416481699536e-01
-4.226910436983771779e-01,3.732560266407902172e-01,-1.378656913019897345e+00,4.688480330219338965e-01,-1.378656913019897123e+00,4.688480330219338965e-01,-1.378656913019897123e+00,4.688480330219340075e-01,-1.378656913019897345e+00,4.688480330219340075e-01
-3.588620929114514913e-01,3.600343970736688548e-01,-1.379286503936726582e+00,4.671269899608331277e-01,-1.379286503936726360e+00,4.671269899608331277e-01,-1.379286503936726360e+00,4.671269899608332388e-01,-1.379286503936726582e+00,4.671269899608332388e-01
-3.080876270031512876e-01,3.459366285241672334e-01,-1.379700869340092062e+00,4.654243809904263784e-01,-1.379700869340091840e+00,4.654243809904263784e-01,-1.379700869340091840e+00,4.654243809904264895e-01,-1.379700869340092062e+00,4.654243809904264895e-01
-2.731235929219655856e-01,3.313657473187276992e-01,-1.379971043084510240e+00,4.637389012135544886e-01,-1.379971043084510018e+00,4.637389012135544331e-01,-1.379971043084510018e+00,4.637389012135545441e-01,-1.379971043084510240e+00,4.637389012135545441e-01
-2.560811338337558585e-01,3.168063896364908261e-01,-1.380180589766580868e+00,4.620697482397770894e-01,-1.380180589766580646e+00,4.620697482397770339e-01,-1.380180589766580423e+00,4.620697482397771449e-01,-1.380180589766580868e+00,4.620697482397771449e-01
-2.583457654427558925e-01,3.027626392103249797e-01,-1.380422195695504728e+00,4.604166776071320633e-01,-1.380422195695504728e+00,4.604166776071320633e-01,-1.380422195695504284e+00,4.604166776071321743e-01,-1.380422195695504728e+00,4.604166776071321188e-01
-2.805288746648578191e-01,2.896918604234939298e-01,-1.380793921087444920e+00,4.587800352183418195e-01,-1.380793921087444920e+00,4.587800352183418195e-01,-1.380793921087444476e+00,4.587800352183418751e-01,-1.380793921087444920e+00,4.587800352183418751e-01
-3.224524742360870833e-01,2.779510907542918074e-01,-1.381395278113553893e+00,4.571607650951291513e-01,-1.381395278113553893e+00,4.571607650951291513e-01,-1.381395278113553449e+00,4.571607650951292068e-01,-1.381395278113553893e+00,4.571607650951292068e-01
-3.831661105262055278e-01,2.677670183471660414e-01,-1.382323299596562638e+00,4.555603917066625153e-01,-1.382323299596562638e+00,4.555603917066625153e-01,-1.382323299596562194e+00,4.555603917066625708e-01,-1.382323299596562638e+00,4.555603917066625708e-01
-4.609933023966851229e-01,2.592319775200783716e-01,-1.383668754160704450e+00,4.539809772156148115e-01,-1.383668754160704450e+00,4.539809772156148115e-01,-1.383668754160704006e+00,4.539809772156148115e-01,-1.383668754160704673e+00,4.539809772156148671e-01
-5.536040296976065811e-01,2.523210380961533050e-01,-1.385512648540947911e+00,4.524250551520443420e-01,-1.385512648540947911e+00,4.524250551520443420e-01,-1.385512648540947467e+00,4.524250551520443420e-01,-1.385512648540947911e+00,4.524250551520443975e-01
-6.581094483987218746e-01,2.469215494719772253e-01,-1.387923139575115927e+00,4.508955432049826517e-01,-1.387923139575115927e+00,4.508955432049826517e-01,-1.387923139575115483e+00,4.508955432049826517e-01,-1.387923139575115927e+00,4.508955432049827072e-01
-7.711749022429758016e-01,2.428663732832826438e-01,-1.390952959084073903e+00,4.493956389321375200e-01,-1.390952959084073903e+00,4.493956389321375200e-01,-1.390952959084073237e+00,4.493956389321375200e-01,-1.390952959084073681e+00,4.493956389321375755e-01
-8.891471878906500592e-01,2.399640989488601717e-01,-1.394637434941074838e+00,4.479287031435245092e-01,-1.394637434941074838e+00,4.479287031435245092e-01,-1.394637434941074172e+00,4.479287031435245092e-01,-1.394637434941074616e+00,4.479287031435245647e-01
-1.008191834690100874e+00,2.380223369706311598e-01,-1.398993170903816141e+00,4.464981364258776564e-01,-1.398993170903816141e+00,4.464981364258776564e-01,-1.398993170903815475e+00,4.464981364258776564e-01,-1.398993170903815919e+00,4.464981364258777119e-01
-1.124435947333070507e+00,2.368627890846236039e-01,-1.404017425985584433e+00,4.451072546655760465e-01,-1.404017425985584433e+00,4.451072546655760465e-01,-1.404017425985583989e+00,4.451072546655760465e-01,-1.404017425985584433e+00,4.451072546655761020e-01
-1.234112043972292128e+00,2.363287381096124129e-01,-1.409688211509404043e+00,4.437591694494438244e-01,-1.409688211509404043e+00,4.437591694494438244e-01,-1.409688211509403599e+00,4.437591694494438244e-01,-1.409688211509404043e+00,4.437591694494438799e-01
-1.333698369057868982e+00,2.362867222737707329e-01,-1.415965101249140323e+00,4.424566788660542205e-01,-1.415965101249140323e+00,4.424566788660542205e-01,-1.415965101249139879e+00,4.424566788660542205e-01,-1.415965101249140323e+00,4.424566788660542760e-01
-1.420051343379845843e+00,2.366245099562072629e-01,-1.422790727972472080e+00,4.412021735277499301e-01,-1.422790727972472080e+00,4.412021735277499301e-01,-1.422790727972471636e+00,4.412021735277499301e-01,-1.422790727972472080e+00,4.412021735277499856e-01
-1.490526038729409919e+00,2.372472769563805650e-01,-1.430092918746219688e+00,4.399975616577581072e-01,-1.430092918746219688e+00,4.399975616577581072e-01,-1.430092918746219244e+00,4.399975616577581072e-01,-1.430092918746219688e+00,4.399975616577581627e-01
-1.543080730968652725e+00,2.380733798106577370e-01,-1.437787401444107216e+00,4.388442159327626269e-01,-1.437787401444107216e+00,4.388442159327626269e-01,-1.437787401444106772e+00,4.388442159327625713e-01,-1.437787401444107216e+00,4.388442159327626824e-01
-1.576361657394880211e+00,2.390305511398636562e-01,-1.445780995542100378e+00,4.377429435441492211e-01,-1.445780995542100378e+00,4.377429435441492211e-01,-1.445780995542099934e+00,4.377429435441491656e-01,-1.445780995542100378e+00,4.377429435441492767e-01
-1.589764151360346656e+00,2.400528637922925146e-01,-1.453975181095494396e+00,4.366939797382694000e-01,-1.453975181095494396e+00,4.366939797382694000e-01,-1.453975181095493951e+00,4.366939797382693444e-01,-1.453975181095494396e+00,4.366939797382694555e-01
-1.583466514526015834e+00,2.410784821037433023e-01,-1.462269920955133529e+00,4.356970039968176556e-01,-1.462269920955133529e+00,4.356970039968176556e-01,-1.462269920955133085e+00,4.356970039968176001e-01,-1.462269920955133529e+00,4.356970039968177111e-01
